,Tourism_asset_id,Tourism_asset,type,address,TripAdvisor_link,significance_clusters,significance_ranking,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,CDUID,CD,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
1713,1713,Punjabi Market,"Neighbourhoods, Flea & Street Markets, Shopping, Other, Sights & Landmarks","Vancouver, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154943-d156556-Reviews-Punjabi_Market-Vancouver_British_Columbia.html,0,5,14,3,7488,49.24509,-123.101265,474185.2385,1211204.4,Vancouver,5915022,5907,Okanagan-Similkameen,571600,330480,310640,19840,11055,470,23682,36605,507,Vancouver International Airport,49.194722,-123.18388,Richmond,10611,17 mins,17,812211,Vancouver Visitor Centre,49.287673,-123.1153,Vancouver,6374,16 mins,16,63,Vancouver,49.26807895,-123.1140832,Vancouver,565905,1,3760,11 mins,11,2749,8 mins,8,1996,49.264938,-123.10883,STN 261 VANCOUVER-W 7TH,Vancouver,1408,4 mins,4,1649,49.248886,-123.08801,VANCOUVER CITY FIRE DEPT HALL 13,Vancouver,13,1 min,0,1930,49.245204,-123.10098,LITTLE MOUNTAIN / RILEY PARK COMMUNITY POLICING,Vancouver,2,11,17,6,141,60,116,205,117,47,74,88,216,246,362
1714,1714,Old Burying Ground,"Cemeteries, Mysterious Sites, Sights & Landmarks","Victoria, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d156363-Reviews-Old_Burying_Ground-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Br.html,2,3,3,2.5,1974,48.422108,-123.36163,382125.3375,1195648.138,Victoria,5917034,5951,Bulkley-Nechako,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26605,32 mins,32,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,1094,4 mins,4,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,1062,4 mins,4,1249,4 mins,4,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,789,2 mins,2,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,1236,5 mins,5,1897,48.431074,-123.3599,VICTORIA,Victoria,0,5,8,1,25,14,39,93,32,22,39,67,146,140,192
1715,1715,Hazelwood Herb Farm,"Farms, Sights & Landmarks","Ladysmith, British Columbia V9G 1H6, ",https://www.tripadvisor.ca/Attraction_Review-g182188-d10399794-Reviews-Hazelwood_Herb_Farm-Ladysmith_Vancouver_Island_British_Columbia.html,1,2,3,2.5,341,49.04837,-123.85363,450387.7439,1157068.666,Cowichan Valley H,5919017,5939,Columbia-Shuswap,2250,1220,1160,60,10,15,26409,34175,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,4721,7 mins,7,814482,Ladysmith Visitor Centre,48.992728,-123.81606,Ladysmith,8284,8 mins,8,67,Nanaimo,49.17038982,-123.9446687,Nanaimo,76645,10,18924,18 mins,18,7838,8 mins,8,1086,48.995706,-123.82781,STN 159  LADYSMITH,Ladysmith,2805,3 mins,3,1429,49.050323,-123.82704,NORTH OYSTER FIRE DEPT,Cowichan Valley H,8444,8 mins,8,1980,48.99315,-123.81486,LADYSMITH COMMUNITY POLICING,Ladysmith,0,3,3,1,5,2,13,35,9,3,15,22,32,49,133
1716,1716,The Mansion,"Architectural Buildings, Historic Sites, Sights & Landmarks","Vancouver, British Columbia V6G 3A2, ",https://www.tripadvisor.ca/Attraction_Review-g154943-d584814-Reviews-The_Mansion-Vancouver_British_Columbia.html,0,5,2,2,7881,49.28469,-123.13789,478473.1099,1208359.488,Vancouver,5915022,5929,Sunshine Coast,571600,330480,310640,19840,11055,470,23682,36605,507,Vancouver International Airport,49.194722,-123.18388,Richmond,14203,27 mins,27,812211,Vancouver Visitor Centre,49.287673,-123.1153,Vancouver,2236,9 mins,9,63,Vancouver,49.26807895,-123.1140832,Vancouver,565905,1,3576,11 mins,11,890,4 mins,4,2023,49.281236,-123.12903,ANNEX 242 ST. PAULS HOSPITAL,Vancouver,585,2 mins,2,1598,49.286524,-123.13465,VANCOUVER CITY FIRE DEPT HALL 6,Vancouver,583,2 mins,2,1922,49.282493,-123.13192,DAVIE STREET COMMUNITY POLICING,Vancouver,2,12,17,6,141,60,116,204,114,46,76,90,217,241,364
1717,1717,Cowichan Valley Lavendar Labyrinth,"Farms, Sights & Landmarks","Cowichan Bay, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g184844-d12638560-Reviews-Cowichan_Valley_Lavendar_Labyrinth-Cowichan_Bay_Vancouver_Island_British_Columbi.html,1,2,0,0,984,48.736362,-123.61337,416322.4735,1175812.139,Cowichan Valley D,5919013,5941,Cariboo,2785,1455,1380,75,0,10,23855,32531,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,47651,42 mins,42,812162,Duncan Visitor Centre,48.777347,-123.69864,Duncan,11076,13 mins,13,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,10907,12 mins,12,11035,10 mins,10,1103,48.657686,-123.56741,STN 137 MILL BAY,Cowichan Valley A,3248,4 mins,4,1301,48.728459,-123.63829,COWICHAN BAY FIRE RESCUE,Cowichan Valley D,11107,13 mins,13,1846,48.654734,-123.62351,SHAWNIGAN LAKE RCMP,Cowichan Valley B,0,4,4,0,6,4,17,52,5,0,47,27,41,54,182
1718,1718,Camelot Haven,"Farms, Sights & Landmarks","Vernon, British Columbia V1H 1P9, ",https://www.tripadvisor.ca/Attraction_Review-g154946-d12622937-Reviews-Camelot_Haven-Vernon_Okanagan_Valley_British_Columbia.html,1,2,0,0,125,50.30615,-119.27653,610564.0942,1478089.914,North Okanagan B,5937017,5915,Greater Vancouver,3200,1865,1765,95,10,15,24042,29852,602,Vernon Regional Airport,50.246111,-119.33083,Priest's Valley 6,9056,14 mins,14,812259,Vernon Visitor Centre,50.270128,-119.27003,Vernon,5293,7 mins,7,37,Vernon,50.26098554,-119.2726142,Vernon,34678,16,6160,11 mins,11,5288,8 mins,8,1176,50.267639,-119.27157,STN 337 VERNON,Vernon,5386,8 mins,8,1538,50.267169,-119.2702,VERNON FIRE DEPT,Vernon,5382,8 mins,8,1863,50.267088,-119.27115,VERNON RCMP,Vernon,0,3,2,1,9,2,6,20,5,0,12,10,21,30,71
1719,1719,Meziadin Fishway,"Points of Interest & Landmarks, Sights & Landmarks","Meziadin Junction, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g2613923-d12621212-Reviews-Meziadin_Fishway-Meziadin_Junction_British_Columbia.html,3,1,1,5,44,56.101,-129.30392,1238906.617,794949.3738,Kitimat-Stikine A,5949039,5915,Greater Vancouver,,,,,,,,,455,Terrace (Northwest Regional) Airport,54.468611,-128.57833,Terrace,252739,2 hours 50 mins,170,812305,Stewart Visitor Centre,55.935962,-129.9866,Stewart,61506,1 hour 4 mins,64,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,250688,2 hours 50 mins,170,61091,1 hour 4 mins,64,1157,55.939696,-129.99044,STN 643 STEWART,Stewart,61274,1 hour 5 mins,65,1513,55.938084,-129.99137,STEWART FIRE DEPT,Stewart,61133,1 hour 3 mins,63,1850,55.938069,-129.98903,STEWART RCMP,Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,1720,Pete Murray's Corn Farm,"Farms, Sights & Landmarks","Chase, British Columbia V0E 1M1, ",https://www.tripadvisor.ca/Attraction_Review-g499123-d12619025-Reviews-Pete_Murray_s_Corn_Farm-Chase_British_Columbia.html,3,1,0,0,19,50.803143,-119.70963,662834.114,1442468.051,Thompson-Nicola L,5933060,5915,Greater Vancouver,2980,1860,1775,85,35,55,22526,30375,623,Kamloops Airport,50.7025,-120.44861,Kamloops,68433,54 mins,54,812159,Chase Visitor Centre,50.81672,-119.69314,Chase,2747,6 mins,6,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,59035,41 mins,41,5481,8 mins,8,1036,50.818486,-119.68508,STN 307 CHASE,Chase,3845,9 mins,9,1247,50.829973,-119.70325,ADAMS LAKE FIRE AND SAFETY,Sahhaltkum 4,3364,7 mins,7,1763,50.811732,-119.69708,CHASE RCMP,Thompson-Nicola L,0,1,0,0,0,0,2,2,0,0,6,4,11,22,39
1721,1721,The CN Station,"Points of Interest & Landmarks, Historic Sites, Sights & Landmarks","Fort Langley, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154930-d12615394-Reviews-The_CN_Station-Fort_Langley_Langley_British_Columbia.html,2,3,1,4,691,49.170307,-122.5783,467587.247,1249682.121,Langley,5915001,5915,Greater Vancouver,23340,12800,12160,640,105,10,25758,31747,487,Boundary Bay Airport,49.073888,-123.0075,Delta,37536,46 mins,46,812401,Langley Visitor Centre,49.146232,-122.66767,Langley,8958,14 mins,14,55,Langley (City),49.10476067,-122.6577932,Langley,24287,18,9737,15 mins,15,7809,11 mins,11,1113,49.170984,-122.66557,STN 267 NORTH LANGLEY,Langley,500,2 mins,2,1566,49.169984,-122.58194,LANGLEY TOWNSHIP FIRE DEPT HALL 2,Langley,5199,9 mins,9,1907,49.163181,-122.63989,WALNET GROVE-FORT LANGLEY,Langley,0,9,6,6,43,16,30,54,62,7,30,16,39,96,140
1722,1722,Kamloops Scenic Outlook,"Lookouts, Sights & Landmarks","Kamloops, British Columbia V2C 1K6, ",https://www.tripadvisor.ca/Attraction_Review-g154932-d12608991-Reviews-Kamloops_Scenic_Outlook-Kamloops_British_Columbia.html,3,1,0,0,413,50.666935,-120.35411,643895.6739,1398444.765,Kamloops,5933042,5915,Greater Vancouver,79440,44605,41930,2675,330,460,26075,33533,623,Kamloops Airport,50.7025,-120.44861,Kamloops,13093,19 mins,19,812192,Kamloops Visitor Centre,50.65561,-120.36715,Kamloops,2404,4 mins,4,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,2604,3 mins,3,1020,2 mins,2,1078,50.665883,-120.36348,STN 314 KAMLOOPS-SOUTH/STN 399 KDOC,Kamloops,554,2 mins,2,1239,50.666852,-120.35103,KAMLOOPS FIRE DEPT HALL 1,Kamloops,2345,3 mins,3,1794,50.654822,-120.36605,KAMLOOPS TRAFFIC SERVICES RCMP,Kamloops,0,3,2,2,8,1,7,10,16,2,5,2,10,23,73
1723,1723,Van Kalkeren Orchards & Fruit Stand,"Farms, Sights & Landmarks","Osoyoos, British Columbia V0H 1V2, ",https://www.tripadvisor.ca/Attraction_Review-g181723-d12510645-Reviews-Van_Kalkeren_Orchards_Fruit_Stand-Osoyoos_Okanagan_Valley_British_Columbia.html,1,2,0,0,562,49.060253,-119.50559,471108.6047,1474538.23,Okanagan-Similkameen A,5907022,5915,Greater Vancouver,1885,1115,1070,45,10,15,18897,27003,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,53476,46 mins,46,812395,British Columbia Visitor Centre @ Osoyoos,49.035729,-119.47837,Osoyoos,6855,9 mins,9,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,57900,52 mins,52,4429,6 mins,6,1115,49.033639,-119.47439,STN 328 OSOYOOS,Osoyoos,4908,6 mins,6,1441,49.032669,-119.46768,OSOYOOS FIRE DEPT,Osoyoos,4392,6 mins,6,1823,49.033599,-119.47487,OSOYOOS RCMP,Osoyoos,0,2,1,0,1,0,5,9,2,1,75,5,16,18,78
1724,1724,Dreamcatcher Meadows,"Farms, Sights & Landmarks","Pemberton, British Columbia V0N 2L2, ",https://www.tripadvisor.ca/Attraction_Review-g183736-d12505643-Reviews-Dreamcatcher_Meadows-Pemberton_British_Columbia.html,3,1,0,0,23,50.474964,-122.94652,611301.736,1216574.951,Squamish-Lillooet C,5931017,5915,Greater Vancouver,1885,1280,1195,85,25,45,22551,28632,507,Vancouver International Airport,49.194722,-123.18388,Richmond,188641,2 hours 53 mins,173,812204,Pemberton Visitor Centre,50.314868,-122.75725,Pemberton,25107,30 mins,30,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,172958,2 hours 23 mins,143,21494,25 mins,25,1118,50.320005,-122.80418,STN 219 PEMBERTON,Pemberton,21317,26 mins,26,1448,50.321247,-122.81054,PEMBERTON FIRE DEPT,Pemberton,21185,25 mins,25,1825,50.32077,-122.80859,PEMBERTON RCMP,Pemberton,0,1,0,0,1,0,0,0,1,0,1,4,7,15,18
1725,1725,Christmas in Chemanius,"Points of Interest & Landmarks, Sights & Landmarks","Chemainus, British Columbia V0R1K0, ",https://www.tripadvisor.ca/Attraction_Review-g154926-d12434427-Reviews-Christmas_in_Chemanius-Chemainus_Vancouver_Island_British_Columbia.html,1,2,0,0,297,48.927853,-123.71892,437317.7486,1167354.492,North Cowichan,5919008,5917,Capital,27315,13650,12880,775,130,210,24795,32628,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,20646,23 mins,23,812155,Chemainus Visitor Centre,48.923454,-123.71827,North Cowichan,502,2 mins,2,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,19730,21 mins,21,889,2 mins,2,1037,48.927135,-123.72809,STN 149 CHEMAINUS,North Cowichan,785,2 mins,2,1289,48.92686,-123.72797,CHEMAINUS,North Cowichan,905,2 mins,2,1895,48.927279,-123.72798,TSEWULTUN,North Cowichan,0,3,4,0,7,3,14,47,2,1,30,22,34,45,161
1726,1726,Victory Memorial Park,"Cemeteries, Sights & Landmarks","Surrey, British Columbia V4P1P3, ",https://www.tripadvisor.ca/Attraction_Review-g183462-d12402649-Reviews-Victory_Memorial_Park-Surrey_British_Columbia.html,2,3,0,0,542,49.053066,-122.81124,453782.9603,1233282.813,Surrey,5915004,5929,Sunshine Coast,392450,210935,198885,12045,1655,395,23983,32733,487,Boundary Bay Airport,49.073888,-123.0075,Delta,18914,17 mins,17,824388,White Rock Visitor Centre,49.029435,-122.79942,White Rock,3827,7 mins,7,57,White Rock,49.02448732,-122.8035148,White Rock,17371,23,4042,7 mins,7,2106,5 mins,5,1160,49.044942,-122.7904,STN 254 WHITE ROCK,Surrey,1944,5 mins,5,1616,49.061062,-122.79734,SURREY FIRE DEPT FIRE HALL 17,Surrey,3071,6 mins,6,1976,49.035467,-122.80189,SOUTH SURREY RCMP DISTRICT OFFICE,Surrey,0,6,9,7,47,18,41,74,91,10,38,20,51,105,224
1727,1727,Forest Lawn Memorial Park,"Cemeteries, Sights & Landmarks","Burnaby, British Columbia V5G3M1, ",https://www.tripadvisor.ca/Attraction_Review-g181793-d12402648-Reviews-Forest_Lawn_Memorial_Park-Burnaby_British_Columbia.html,0,5,0,0,5863,49.245987,-122.992165,474616.4304,1219144.592,Burnaby,5915025,5915,Greater Vancouver,200855,109545,102125,7420,1505,160,22319,30829,507,Vancouver International Airport,49.194722,-123.18388,Richmond,19662,32 mins,32,812202,New Westminster Visitor Centre,49.200459,-122.91014,New Westminster,8674,20 mins,20,114,Burnaby,49.24637317,-122.9639663,Burnaby,192389,3,3035,7 mins,7,2885,5 mins,5,1112,49.224097,-122.98557,STN 260 NEW WESTMINSTER-12TH,Burnaby,2670,6 mins,6,1277,49.240861,-122.96522,BURNABY FIRE DEPT STATION 1,Burnaby,2367,4 mins,4,1760,49.242135,-122.97079,BURNABY RCMP,Burnaby,2,13,19,9,152,63,125,218,136,47,80,89,223,263,397
1728,1728,Ocean View Burial Park,"Cemeteries, Sights & Landmarks","Burnaby, British Columbia V5J1A4, ",https://www.tripadvisor.ca/Attraction_Review-g181793-d12402642-Reviews-Ocean_View_Burial_Park-Burnaby_British_Columbia.html,0,5,0,0,5453,49.221886,-123.01621,471866.8802,1217506.597,Burnaby,5915025,5933,Thompson-Nicola,200855,109545,102125,7420,1505,160,22319,30829,507,Vancouver International Airport,49.194722,-123.18388,Richmond,15136,23 mins,23,812202,New Westminster Visitor Centre,49.200459,-122.91014,New Westminster,11480,16 mins,16,114,Burnaby,49.24637317,-122.9639663,Burnaby,192389,3,7347,14 mins,14,2279,5 mins,5,1169,49.231408,-123.03116,STN 246 VANCOUVER-ORMIDALE,Vancouver,2189,5 mins,5,1570,49.224952,-122.99196,BURNABY FIRE DEPT STATION 3,Burnaby,2736,6 mins,6,1921,49.237716,-123.03204,COLLINGWOOD COMMUNITY POLICING,Vancouver,2,13,19,9,152,63,124,216,134,47,80,88,220,260,397
1729,1729,Gatzke Orchard,"Farms, Sights & Landmarks","Lake Country, British Columbia V4V 2J2, ",https://www.tripadvisor.ca/Attraction_Review-g1172397-d12274099-Reviews-Gatzke_Orchard-Lake_Country_Okanagan_Valley_British_Columbia.html,2,3,0,0,194,50.108074,-119.389046,587868.7522,1472167.672,Lake Country,5935016,5917,Capital,9545,5520,5250,275,45,20,25477,32916,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,21640,18 mins,18,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,33209,33 mins,33,37,Vernon,50.26098554,-119.2726142,Vernon,34678,16,21112,18 mins,18,12837,10 mins,10,1189,50.033543,-119.40306,STN 343 LAKE COUNTRY-WINFIELD,Lake Country,1416,2 mins,2,1443,50.108918,-119.37213,OYAMA FIRE DEPT,Lake Country,13228,10 mins,10,1961,50.02917,-119.40314,LAKE COUNTRY RCMP,Lake Country,0,2,8,3,22,7,22,35,25,8,67,42,95,101,142
1730,1730,Arion Therapeutic Farm,"Farms, Sights & Landmarks","Kelowna, British Columbia V1W 4B8, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d11960439-Reviews-Arion_Therapeutic_Farm-Kelowna_Okanagan_Valley_British_Columbia.html,2,3,0,0,936,49.82785,-119.43336,556540.4852,1471898.756,Kelowna,5935010,5951,Bulkley-Nechako,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,20177,27 mins,27,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,10390,14 mins,14,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,9644,13 mins,13,11262,18 mins,18,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,3366,5 mins,4,1688,49.841446,-119.41025,KELOWNA FIRE DEPT HALL 7,Kelowna,7444,10 mins,10,1964,49.838249,-119.48765,KELOWNA COMMUNITY POLICING,Kelowna,0,4,7,2,19,6,23,32,27,9,112,41,105,104,192
1731,1731,Rosemeade Farms,"Farms, Sights & Landmarks","Saanichton, British Columbia V8M1X9, ",https://www.tripadvisor.ca/Attraction_Review-g7365227-d10847486-Reviews-Rosemeade_Farms-Saanichton_Victoria_Capital_Regional_District_Vancouver_Island_.html,2,3,0,0,510,48.569626,-123.41933,398327.7127,1190774.654,Central Saanich,5917015,5951,Bulkley-Nechako,15605,8600,8335,265,105,25,31888,39260,464,Victoria International Airport,48.646944,-123.42583,North Saanich,11879,15 mins,15,812181,Sidney Visitor Centre,48.649052,-123.39612,Sidney,12751,17 mins,17,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,19652,24 mins,24,4663,9 mins,9,1143,48.596925,-123.40859,STN 105 CENTRAL SAANICH,Central Saanich,3521,6 mins,6,1286,48.594599,-123.42072,CENTRAL SAANICH FIRE DEPARTMENT HALL 2,Central Saanich,3679,6 mins,6,1887,48.59485,-123.42069,CENTRAL SAANICH,Central Saanich,0,5,8,1,28,14,43,96,32,22,62,61,141,135,234
1732,1732,Rosemeade Farm,"Farms, Sights & Landmarks","Victoria, British Columbia V8M1X9, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d10847484-Reviews-Rosemeade_Farm-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Brit.html,2,3,0,0,1968,48.429596,-123.32233,383065.057,1198529.626,Oak Bay,5917030,5923,Alberni-Clayoquot,17680,8785,8510,275,365,20,36421,58669,464,Victoria International Airport,48.646944,-123.42583,North Saanich,28635,35 mins,35,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,4324,12 mins,12,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,3518,9 mins,9,995,3 mins,3,1195,48.433255,-123.32702,DISPATCH REGION 1,Victoria,1345,4 mins,4,1435,48.429338,-123.3128,OAK BAY FIRE DEPT,Oak Bay,1359,4 mins,4,1892,48.429266,-123.3128,OAK BAY,Oak Bay,0,5,8,1,25,14,39,91,32,22,38,53,132,123,184
1733,1733,The Drop,"Points of Interest & Landmarks, Sights & Landmarks","Vancouver, British Columbia V6C 0C3, ",https://www.tripadvisor.ca/Attraction_Review-g154943-d10783658-Reviews-The_Drop-Vancouver_British_Columbia.html,0,5,0,0,8140,49.28818,-123.11558,478926.5027,1209966.948,Vancouver,5915022,5915,Greater Vancouver,571600,330480,310640,19840,11055,470,23682,36605,507,Vancouver International Airport,49.194722,-123.18388,Richmond,14852,29 mins,29,812211,Vancouver Visitor Centre,49.287673,-123.1153,Vancouver,138,1 min,1,63,Vancouver,49.26807895,-123.1140832,Vancouver,565905,1,3127,10 mins,10,2045,10 mins,10,2023,49.281236,-123.12903,ANNEX 242 ST. PAULS HOSPITAL,Vancouver,1123,6 mins,6,1597,49.283672,-123.1258,VANCOUVER CITY FIRE DEPT HALL 7,Vancouver,713,2 mins,2,1937,49.287473,-123.11386,WATERFRONT POLICE COMMUNITY POLICING,Vancouver,2,11,17,6,141,60,116,203,115,47,73,88,214,240,357
1734,1734,Entrance Island Lighthouse,"Lighthouses, Points of Interest & Landmarks, Sights & Landmarks","Gabriola Island, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499132-d8750113-Reviews-Entrance_Island_Lighthouse-Gabriola_Island_British_Columbia.html,1,2,0,0,699,49.160267,-123.84408,462833.2946,1157388.816,Nanaimo B,5921014,5917,Capital,4050,2065,1935,130,135,25,18904,29026,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,22584,56 mins,56,812163,Gabriola Island Visitor Centre,49.176317,-123.85285,Nanaimo B,2094,4 mins,4,67,Nanaimo,49.17038982,-123.9446687,Nanaimo,76645,10,10094,45 mins,45,2794,6 mins,6,1062,49.176774,-123.83553,STN 153 GABRIOLA ISLAND,Nanaimo B,2661,5 mins,5,1339,49.175783,-123.83462,GABRIOLA VOL FIRE DEPT,Nanaimo B,1243,2 mins,2,1784,49.17045,-123.84742,GABRIOLA RCMP,Nanaimo B,0,2,2,1,4,2,11,27,9,3,12,21,31,46,101
1735,1735,Hoodoo Ranch,"Farms, Sights & Landmarks","Spences Bridge, British Columbia V0K 2L0, ",https://www.tripadvisor.ca/Attraction_Review-g1373096-d8445008-Reviews-Hoodoo_Ranch-Spences_Bridge_British_Columbia.html,3,1,0,0,8,50.42357,-121.3405,611798.4611,1330725.598,Thompson-Nicola I (Blue Sky Country),5933037,5915,Greater Vancouver,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,140841,1 hour 40 mins,100,812200,Lytton Visitor Centre,50.231408,-121.58251,Lytton,37009,28 mins,28,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,64321,54 mins,54,36792,27 mins,27,1093,50.232443,-121.58076,STN 321 LYTTON,Lytton,194,1 min,1,1511,50.424657,-121.33967,SPENCES BRIDGE VOL FIRE DEPT,Thompson-Nicola I (Blue Sky Country),36720,27 mins,27,1807,50.233073,-121.58054,LYTTON RCMP,Lytton,0,2,0,0,0,0,0,2,0,0,1,1,2,2,3
1736,1736,Panorama Orchards,"Farms, Sights & Landmarks","Oliver, British Columbia V0H 1T7, ",https://www.tripadvisor.ca/Attraction_Review-g635702-d8124445-Reviews-Panorama_Orchards-Oliver_Okanagan_Valley_British_Columbia.html,1,2,0,0,1091,49.195805,-119.55553,485771.1175,1469530.373,Okanagan-Similkameen C,5907028,5907,Okanagan-Similkameen,3900,2100,1995,105,10,25,19687,26266,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,34901,28 mins,28,812246,Oliver Visitor Centre,49.184151,-119.54911,Oliver,1441,2 mins,2,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,39325,34 mins,34,1672,2 mins,2,1114,49.182065,-119.5491,STN 326 OLIVER,Oliver,2235,3 mins,3,1439,49.177326,-119.54978,OLIVER FIRE DEPT,Oliver,2162,3 mins,3,1821,49.17758,-119.55098,OLIVER RCMP,Oliver,0,2,1,0,1,0,5,9,2,1,83,7,21,23,109
1737,1737,The Shoe House,"Points of Interest & Landmarks, Sights & Landmarks","Smithers, British Columbia V0J 2N1, ",https://www.tripadvisor.ca/Attraction_Review-g499148-d7610161-Reviews-The_Shoe_House-Smithers_British_Columbia.html,3,1,0,0,820,54.936348,-127.45934,1105086.007,906723.1365,Bulkley-Nechako A,5951051,5931,Squamish-Lillooet,5285,3185,2990,195,10,140,26778,33213,709,Smithers Airport,54.825277,-127.18277,Smithers,29251,28 mins,28,812303,Smithers Visitor Centre,54.782763,-127.16642,Smithers,34228,33 mins,33,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,189162,2 hours 11 mins,131,34300,33 mins,33,1152,54.781522,-127.17108,STN 769 SMITHERS,Smithers,34332,33 mins,33,1501,54.782056,-127.16553,SMITHERS FIRE DEPT,Smithers,34989,35 mins,35,1972,54.779096,-127.17161,SMITHERS COMMUNITY POLICING,Smithers,0,1,0,0,2,0,0,1,0,0,0,2,3,8,22
1738,1738,Red Barn Petting Farm,"Farms, Sights & Landmarks","Golden, British Columbia V0A 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g181785-d7138237-Reviews-Red_Barn_Petting_Farm-Golden_Kootenay_Rockies_British_Columbia.html,3,1,0,0,4,51.44257,-117.03959,753700.6204,1620435.962,Columbia-Shuswap A,5939011,5924,Strathcona,3095,1910,1855,55,15,40,23552,30621,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,237015,2 hours 43 mins,163,812398,British Columbia Visitor Centre @ Golden,51.301981,-116.95418,Golden,21361,18 mins,18,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,132589,1 hour 30 mins,90,22341,21 mins,21,1067,51.297979,-116.96811,STN 413 GOLDEN,Golden,22124,21 mins,21,1345,51.293996,-116.96174,GOLDEN FIRE DEPT,Golden,18946,17 mins,17,1787,51.317275,-116.97784,GOLDEN RCMP,Golden,0,0,0,0,3,0,7,2,6,0,1,5,12,35,59
