,Tourism_asset,Accessbility_Assignments,Accessbility_Value,Tourism_asset_id,type,address,TripAdvisor_link,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
1403,Pynelogs Cultural Centre and Art Gallery,0,4,3895,"Art Galleries, Museums, Shopping","Invermere, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181783-d6697305-Reviews-Pynelogs_Cultural_Centre_and_Art_Gallery-Invermere_Kootenay_Rockies_British_Colum.html,17,4.5,222,50.50788,-116.02952,659990.962,1704547.415,Invermere,5901039,2890,1725,1665,55,35,30,26995,33475,580,Cranbrook/Canadian Rockies International Airport,49.612222,-115.78194,Cranbrook,142043,1 hour 32 mins,92,812288,Radium Hot Springs Visitor Centre,50.619367,-116.07038,Radium Hot Springs,16045,14 mins,14,46,Kimberley,49.67531114,-115.9873367,Kimberley,6976,37,121291,1 hour 23 mins,83,631,3 mins,3,1076,50.505937,-116.03452,STN 411 INVERMERE,Invermere,456,1 min,1,1364,50.511694,-116.02978,INVERMERE VOL FIRE DEPT,Invermere,2944,4 mins,4,1768,50.515014,-116.00243,COLUMBIA VALLEY RCMP,East Kootenay F,0,2,0,0,0,0,10,10,4,0,1,6,11,28,46
1404,Mount Manuel Quimper,2,5,1150,"Mountains, Hiking Trails, Outdoor Activities, Nature & Parks","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154944-d11660689-Reviews-Mount_Manuel_Quimper-Vancouver_Island_British_Columbia.html,0,0,1095,49.39196,-123.32378,489855.5554,1194382.975,Bowen Island,5915062,3360,2120,2085,40,130,0,32206,42826,507,Vancouver International Airport,49.194722,-123.18388,Richmond,43454,1 hour 34 mins,94,814495,Bowen Island Tourist/Visitor Info Booth,49.380977,-123.33303,Bowen Island,2878,7 mins,7,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,27771,1 hour 3 mins,63,2187,4 mins,4,1031,49.38105,-123.33897,STN 225 BOWEN ISLAND,Bowen Island,4378,8 mins,8,1273,49.373973,-123.35878,BOWEN ISLAND FIRE DEPT,Bowen Island,2304,4 mins,4,1759,49.380219,-123.33772,BOWEN ISLAND RCMP,Bowen Island,2,11,13,4,117,52,94,178,77,40,64,81,200,205,309
1405,Okanagan Lake Park,2,5,754,"Bodies of Water, Nature & Parks","Penticton, British Columbia V2A 1B5, ",https://www.tripadvisor.ca/Attraction_Review-g154937-d11544023-Reviews-Okanagan_Lake_Park-Penticton_Okanagan_Valley_British_Columbia.html,5,4,249,49.502796,-119.59253,519501.5363,1463758.456,Penticton,5907041,31390,15480,14425,1055,110,85,22763,29422,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,8502,13 mins,13,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,2202,5 mins,5,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,1526,4 mins,4,2732,6 mins,6,1120,49.482215,-119.5936,STN 329 PENTICTON,Penticton,859,3 mins,3,1565,49.498005,-119.59595,PENTICTON FIRE HALL 1,Penticton,2142,5 mins,5,1826,49.487042,-119.5866,PENTICTON COMMUNITY POLICING,Penticton,0,3,0,1,5,1,16,23,7,1,89,5,23,29,140
1406,Old Coach Trail,0,4,806,"Hiking Trails, Biking Trails, Nature & Parks, Outdoor Activities","Radium Hot Springs, British Columbia V0A 1M0, ",https://www.tripadvisor.ca/Attraction_Review-g182160-d12352179-Reviews-Old_Coach_Trail-Radium_Hot_Springs_Kootenay_Rockies_British_Columbia.html,4,4.5,226,50.61983,-116.07069,671920.7778,1699915.272,Radium Hot Springs,5901040,730,515,495,20,0,15,28663,36723,580,Cranbrook/Canadian Rockies International Airport,49.612222,-115.78194,Cranbrook,151871,1 hour 37 mins,97,812288,Radium Hot Springs Visitor Centre,50.619367,-116.07038,Radium Hot Springs,56,1 min,0,46,Kimberley,49.67531114,-115.9873367,Kimberley,6976,37,131119,1 hour 28 mins,88,16685,16 mins,16,1076,50.505937,-116.03452,STN 411 INVERMERE,Invermere,515,2 mins,2,1466,50.620074,-116.0758,RADIUM HOT SPRINGS VOL FIRE DEPT,Radium Hot Springs,191,1 min,1,1960,50.61956,-116.06924,RADIUM HOT SPRINGS COMMUNITY POLICING,East Kootenay G,0,2,0,0,0,0,8,9,2,0,1,5,8,23,38
1407,Brewery District,2,5,1578,"Points of Interest & Landmarks, Sights & Landmarks","New Westminster, British Columbia V3L 0E3, ",https://www.tripadvisor.ca/Attraction_Review-g154936-d8786760-Reviews-Brewery_District-New_Westminster_British_Columbia.html,8,4.5,878,49.224598,-122.89213,472557.0628,1226532.623,New Westminster,5915029,57850,34260,32330,1925,505,25,27817,34603,487,Boundary Bay Airport,49.073888,-123.0075,Delta,26973,30 mins,30,812202,New Westminster Visitor Centre,49.200459,-122.91014,New Westminster,3177,6 mins,6,60,New Westminster,49.20265469,-122.9140896,New Westminster,54904,13,3445,8 mins,8,1297,3 mins,3,1111,49.229895,-122.8861,STN 247 NEW WEST-ROUSSEAU,New Westminster,1967,5 mins,5,1423,49.22012,-122.90829,NEW WESTMINSTER FIRE DEPT HALL 1,New Westminster,2757,5 mins,5,1891,49.203719,-122.90741,NEW WESTMINSTER,New Westminster,2,14,19,10,153,65,123,223,138,47,88,84,222,266,393
1408,Okanagan Heritage Museum,2,5,3856,"History Museums, Natural History Museums, Museums","Kelowna, British Columbia V1Y 6S7, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d185594-Reviews-Okanagan_Heritage_Museum-Kelowna_Okanagan_Valley_British_Columbia.html,36,4.5,1117,49.887466,-119.49408,562739.3595,1466939.15,Kelowna,5935010,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,14926,21 mins,21,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,502,2 mins,2,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,4716,9 mins,9,757,3 mins,3,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,485,2 mins,2,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,290,1 min,1,1796,49.889189,-119.49518,KELOWNA RCMP,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,167
1409,Margaret Falls,0,4,273,"Waterfalls, Nature & Parks","Tappen, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g2317808-d4758679-Reviews-Margaret_Falls-Tappen_British_Columbia.html,50,5,22,50.79,-119.2069,664644.9063,1477865.987,Columbia-Shuswap C,5939037,7690,3315,3035,290,40,100,22782,28989,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,31529,33 mins,33,812252,Salmon Arm Visitor Centre,50.700521,-119.28518,Salmon Arm,26707,24 mins,24,149,Enderby,50.55505891,-119.1431914,Enderby,2920,43,49049,44 mins,44,29672,29 mins,28,1145,50.70674,-119.24799,STN 332 SALMON ARM,Salmon Arm,6944,8 mins,8,1520,50.767157,-119.28751,TAPPEN SUNNYBRAE FIRE DEPT,Columbia-Shuswap C,29079,27 mins,27,1842,50.707692,-119.26242,SALMON ARM RCMP,Salmon Arm,0,1,2,0,3,0,1,5,4,0,9,6,10,29,54
1410,Nechako Canyon Protected Area,2,5,1267,"Canyons, Nature & Wildlife Areas, Nature & Parks","Vanderhoof, British Columbia V0J 3A1, ",https://www.tripadvisor.ca/Attraction_Review-g1590608-d6592872-Reviews-Nechako_Canyon_Protected_Area-Vanderhoof_British_Columbia.html,0,0,3,53.91889,-124.19656,992063.3916,1118159.271,Laketown 3,5951813,,,,,,,,,709,Smithers Airport,54.825277,-127.18277,Smithers,271083,3 hours 25 mins,205,812309,Vanderhoof Visitor Centre,54.014781,-124.00923,Vanderhoof,20391,26 mins,26,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,116839,1 hour 41 mins,101,20668,27 mins,27,1175,54.016631,-124.00784,STN 771 VANDERHOOF,Vanderhoof,6925,11 mins,11,1737,53.942907,-124.10888,STONEY CREEK BAND FIRE HALL,Stony Creek 1,20745,27 mins,27,1862,54.017164,-124.01102,VANDERHOOF RCMP,Vanderhoof,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
1411,Tsek Hot Springs,3,3,796,"Hot Springs & Geysers, Nature & Parks","Lillooet, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g635945-d7171757-Reviews-Tsek_Hot_Springs-Lillooet_British_Columbia.html,8,4,161,50.282757,-122.55865,591199.3878,1245104.438,Squamish-Lillooet C,5931017,1885,1280,1195,85,25,45,22551,28632,507,Vancouver International Airport,49.194722,-123.18388,Richmond,186998,2 hours 49 mins,169,812204,Pemberton Visitor Centre,50.314868,-122.75725,Pemberton,17944,22 mins,22,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,171315,2 hours 19 mins,139,20907,23 mins,23,1118,50.320005,-122.80418,STN 219 PEMBERTON,Pemberton,21701,26 mins,26,1448,50.321247,-122.81054,PEMBERTON FIRE DEPT,Pemberton,21569,26 mins,26,1825,50.32077,-122.80859,PEMBERTON RCMP,Pemberton,0,1,0,0,1,0,0,0,1,0,1,4,10,18,19
1412,Emar Lakes Provincial Park,2,5,1309,Nature & Parks,"Little Fort, British Columbia V0E 2C0, ",https://www.tripadvisor.ca/Attraction_Review-g3205098-d6372479-Reviews-Emar_Lakes_Provincial_Park-Little_Fort_British_Columbia.html,0,0,23,51.49639,-120.39068,735781.3075,1388557.056,Thompson-Nicola O (Lower North Thompson),5933072,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,118302,1 hour 25 mins,85,812161,Clearwater Visitor Centre,51.651823,-120.03808,Clearwater,50990,34 mins,34,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,119798,1 hour 18 mins,78,51395,36 mins,36,1027,51.179879,-120.12558,STN 306 BARRIERE,Barriere,20572,16 mins,16,1386,51.424797,-120.20788,LITTLE FORT VOL FIRE DEPT,Thompson-Nicola O (Lower North Thompson),50877,34 mins,34,1766,51.64999,-120.06513,CLEARWATER RCMP,Clearwater,0,2,0,0,0,0,0,2,0,0,1,2,6,10,30
1413,Gellatly Bay Aquatic Park,2,5,403,"Beaches, Outdoor Activities, Nature & Parks","West Kelowna, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1915410-d8602115-Reviews-Gellatly_Bay_Aquatic_Park-West_Kelowna_Okanagan_Valley_British_Columbia.html,23,4.5,1126,49.87869,-119.49894,561735.4366,1466680.825,Kelowna,5935010,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,15569,23 mins,23,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,1289,4 mins,4,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,5215,11 mins,11,1499,5 mins,5,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,1124,3 mins,3,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,1679,6 mins,6,1796,49.889189,-119.49518,KELOWNA RCMP,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,168
1414,Source of the Columbia Trail,0,4,975,"Nature & Wildlife Areas, Hiking Trails, Outdoor Activities, Nature & Parks","Canal Flats, British Columbia V0B 1B0, ",https://www.tripadvisor.ca/Attraction_Review-g1172408-d10044496-Reviews-Source_of_the_Columbia_Trail-Canal_Flats_Kootenay_Rockies_British_Columbia.html,1,5,7,50.160355,-115.82768,623746.7769,1724250.558,Canal Flats,5901043,700,435,405,25,0,20,24874,30223,580,Cranbrook/Canadian Rockies International Airport,49.612222,-115.78194,Cranbrook,93963,1 hour 2 mins,62,812288,Radium Hot Springs Visitor Centre,50.619367,-116.07038,Radium Hot Springs,61184,42 mins,42,46,Kimberley,49.67531114,-115.9873367,Kimberley,6976,37,73210,53 mins,53,51907,38 mins,38,1076,50.505937,-116.03452,STN 411 INVERMERE,Invermere,1603,4 mins,4,1281,50.16011,-115.80863,CANAL FLATS VOLUNTEER FIRE DEPT,Canal Flats,48445,33 mins,33,1768,50.515014,-116.00243,COLUMBIA VALLEY RCMP,East Kootenay F,0,0,0,0,1,0,3,1,2,0,0,2,4,8,10
1415,Eakin Creek Floodplain Provincial Park,2,5,1302,Nature & Parks,"Little Fort, British Columbia V0E 2G6, ",https://www.tripadvisor.ca/Attraction_Review-g3205098-d6418581-Reviews-Eakin_Creek_Floodplain_Provincial_Park-Little_Fort_British_Columbia.html,0,0,14,51.449,-120.37166,730622.3039,1390291.164,Thompson-Nicola O (Lower North Thompson),5933072,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,125118,1 hour 47 mins,107,812161,Clearwater Visitor Centre,51.651823,-120.03808,Clearwater,57806,56 mins,56,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,126614,1 hour 40 mins,100,58211,57 mins,57,1027,51.179879,-120.12558,STN 306 BARRIERE,Barriere,18557,37 mins,37,1386,51.424797,-120.20788,LITTLE FORT VOL FIRE DEPT,Thompson-Nicola O (Lower North Thompson),57693,56 mins,56,1766,51.64999,-120.06513,CLEARWATER RCMP,Clearwater,0,0,0,0,0,0,0,1,0,0,0,0,1,2,15
1416,Silver Lake Provincial Park,2,5,756,Nature & Parks,"Hope, British Columbia V0X 1L0, ",https://www.tripadvisor.ca/Attraction_Review-g181784-d6434596-Reviews-Silver_Lake_Provincial_Park-Hope_British_Columbia.html,7,4,386,49.377293,-121.44041,495218.4847,1331133.376,Hope,5909009,6115,2975,2700,280,10,35,21305,28706,506,Chilliwack Airport,49.152777,-121.93888,Chilliwack,51812,31 mins,31,812197,Hope Visitor Centre,49.374476,-121.44177,Hope,511,2 mins,2,166,Chilliwack,49.14529041,-121.9577287,Chilliwack,65421,12,51813,31 mins,31,401,2 mins,2,1073,49.375567,-121.44089,STN 214 HOPE,Hope,321,1 min,1,1359,49.379918,-121.44133,HOPE FIRE DEPT,Hope,1257,3 mins,3,1871,49.375191,-121.42592,HOPE,Hope,0,2,0,0,2,0,3,13,0,0,1,5,6,14,36
1417,Wentworth Villa,2,5,1704,"Historic Sites, Sights & Landmarks","Victoria, British Columbia V8V 2E8, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d10941201-Reviews-Wentworth_Villa-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Bri.html,2,3.5,1970,48.42337,-123.35157,382293.1301,1196388.551,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26889,32 mins,32,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,1610,7 mins,7,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,1311,5 mins,5,2217,6 mins,6,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,796,2 mins,2,1540,48.424911,-123.34798,VICTORIA FIRE DEPT HALL 1,Victoria,1414,4 mins,4,1940,48.415441,-123.34952,FAIRFIELD COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,93,32,22,39,67,146,139,191
1418,Beaver Creek Provincial Park,0,4,812,Nature & Parks,"Trail, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181769-d6353407-Reviews-Beaver_Creek_Provincial_Park-Trail_Kootenay_Rockies_British_Columbia.html,6,4,602,49.10169,-117.69409,489510.2031,1605822.108,Trail,5905014,6970,3355,3145,210,30,10,24555,30792,532,Trail Airport,49.055555,-117.60916,Kootenay Boundary A,9770,10 mins,10,812292,Trail Visitor Centre,49.097409,-117.70947,Trail,1255,2 mins,2,45,Trail,49.09949772,-117.7118117,Trail,7728,35,1251,2 mins,2,1775,3 mins,3,1164,49.104954,-117.70496,STN 431 TRAIL,Trail,1871,3 mins,3,1530,49.097205,-117.71697,TRAIL FIRE DEPT STATION 4,Trail,2643,3 mins,3,1856,49.100695,-117.66226,TRAIL AND GREATER DISTRICT RCMP,Trail,0,1,2,0,0,2,5,19,0,0,3,3,8,18,26
1419,Mundy Park,2,5,129,"Biking Trails, Hiking Trails, Nature & Parks, Outdoor Activities, More","Coquitlam, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181718-d8099287-Reviews-Mundy_Park-Coquitlam_British_Columbia.html,82,4.5,1139,49.25515,-122.83538,476131.5013,1230514.701,Coquitlam,5915034,113560,62895,59555,3345,730,90,25484,34293,487,Boundary Bay Airport,49.073888,-123.0075,Delta,33287,40 mins,40,814218,Coquitlam Tourist/Visitor Info Booth,49.285746,-122.79203,Coquitlam,6275,11 mins,11,85,Coquitlam,49.24123287,-122.8193227,Coquitlam,112278,6,3528,6 mins,6,5534,9 mins,9,1124,49.259724,-122.79913,STN 263 PORT COQUITLAM,Coquitlam,2551,4 mins,4,1675,49.261972,-122.81716,COQUITLAM FIRE DEPT HALL 2,Coquitlam,2758,5 mins,5,1900,49.249844,-122.86311,RIDGEWAY COMMUNITY POLICING,Coquitlam,2,14,19,10,151,64,123,219,136,47,85,83,220,262,382
1420,Evergreen Cultural Centre,2,5,1486,"Points of Interest & Landmarks, Sights & Landmarks","Coquitlam, British Columbia V3B 7Y3, ",https://www.tripadvisor.ca/Attraction_Review-g181718-d4952807-Reviews-Evergreen_Cultural_Centre-Coquitlam_British_Columbia.html,26,4.5,1044,49.285385,-122.79082,479633.6756,1233606.054,Coquitlam,5915034,113560,62895,59555,3345,730,90,25484,34293,487,Boundary Bay Airport,49.073888,-123.0075,Delta,39486,45 mins,45,814218,Coquitlam Tourist/Visitor Info Booth,49.285746,-122.79203,Coquitlam,410,2 mins,2,86,Port Moody,49.28043966,-122.8327822,Port Moody,23819,19,3619,7 mins,7,3397,8 mins,8,1124,49.259724,-122.79913,STN 263 PORT COQUITLAM,Coquitlam,729,2 mins,2,1300,49.291459,-122.79031,COQUITLAM FIRE DEPT HALL 1,Coquitlam,546,2 mins,2,1769,49.28469,-122.79398,COQUITLAM RCMP,Coquitlam,2,11,18,10,148,64,119,199,134,46,79,79,214,248,352
1421,McConnell Lake Provincial Park,0,4,1320,Nature & Parks,"Logan Lake, British Columbia V0K 1W0, ",https://www.tripadvisor.ca/Attraction_Review-g1579868-d5324209-Reviews-McConnell_Lake_Provincial_Park-Logan_Lake_British_Columbia.html,0,0,1,50.49279,-120.81327,622083.8752,1367520.228,Logan Lake,5933035,2165,940,900,45,0,70,24551,34611,623,Kamloops Airport,50.7025,-120.44861,Kamloops,69316,54 mins,54,812242,Logan Lake Visitor Centre,50.490752,-120.80835,Logan Lake,575,1 min,1,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,45479,33 mins,33,423,1 min,1,1091,50.495491,-120.81252,STN 319 LOGAN LAKE,Logan Lake,460,1 min,1,1388,50.494391,-120.81333,LOGAN LAKE FIRE DEPT,Logan Lake,319,1 min,1,1805,50.494887,-120.81281,LOGAN LAKE RCMP,Logan Lake,0,2,0,0,0,0,0,0,1,0,0,1,1,3,7
1422,George Mason's Heritage Home,2,5,1752,"Historic Sites, Sights & Landmarks","Victoria, British Columbia V8V 3P3, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d2141952-Reviews-George_Mason_s_Heritage_Home-Victoria_Victoria_Capital_Regional_District_Vancouve.html,0,0,1974,48.42765,-123.35811,382749.6003,1195886.097,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26216,30 mins,30,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,1861,7 mins,7,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,891,3 mins,3,2375,8 mins,8,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,1014,3 mins,3,1540,48.424911,-123.34798,VICTORIA FIRE DEPT HALL 1,Victoria,847,3 mins,3,1897,48.431074,-123.3599,VICTORIA,Victoria,0,5,8,1,25,14,39,93,32,22,39,67,146,139,192
1423,The Creek Marina,2,5,789,"Marinas, Nature & Parks","North Vancouver, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181717-d12072412-Reviews-The_Creek_Marina-North_Vancouver_British_Columbia.html,3,5,8101,49.313824,-123.08674,481859.5747,1211947.9,Mission 1,5915807,0,245,220,25,0,0,10512,15463,507,Vancouver International Airport,49.194722,-123.18388,Richmond,29372,44 mins,44,812203,North Vancouver Visitor Centre,49.310408,-123.08112,North Vancouver,796,3 mins,3,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,1487,5 mins,5,2013,7 mins,7,1105,49.320183,-123.06685,STN 256 NORTH VANCOUVER,North Vancouver,1788,6 mins,6,1433,49.319763,-123.0699,NORTH VANCOUVER CITY FIRE AND RESCUE,North Vancouver,1355,4 mins,4,1910,49.313165,-123.0759,LOWER LONSDALE COMMUNITY POLICING,North Vancouver,2,11,17,6,141,60,116,200,115,47,73,87,212,238,353
1424,MacMillan Provincial Park,0,4,135,Nature & Parks,"Port Alberni, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181778-d6419397-Reviews-MacMillan_Provincial_Park-Port_Alberni_Vancouver_Island_British_Columbia.html,139,4.5,49,49.221676,-124.793594,468008.5946,1087964.453,Port Alberni,5923008,17330,8110,7485,620,50,235,23392,29126,527,Port Alberni (Alberni Valley Regional) Airport,49.321944,-124.93111,Alberni-Clayoquot D,17653,23 mins,23,812176,Port Alberni Visitor Centre,49.263841,-124.7597,Alberni-Clayoquot F,6527,9 mins,9,71,Port Alberni,49.25064062,-124.8083803,Port Alberni,19329,22,4257,7 mins,7,4177,7 mins,7,1121,49.254177,-124.80394,STN 124 PORT ALBERNI,Port Alberni,2553,4 mins,4,1229,49.243248,-124.79752,PORT ALBERNI FIRE DEPT,Port Alberni,3106,6 mins,6,1827,49.246791,-124.79979,PORT ALBERNI RCMP,Port Alberni,0,1,1,0,1,0,4,21,2,1,6,5,10,15,49
1425,Royal Theatre,2,5,1373,"Mysterious Sites, Theatres, Sights & Landmarks, Concerts & Shows","Victoria, British Columbia V8W 1E5, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d156364-Reviews-Royal_Theatre-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British.html,203,4.5,1972,48.42316,-123.36227,382240.2204,1195596.352,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26143,31 mins,31,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,752,4 mins,4,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,628,3 mins,3,1342,4 mins,4,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,882,3 mins,3,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,1043,4 mins,4,1897,48.431074,-123.3599,VICTORIA,Victoria,0,5,8,1,25,14,39,93,32,22,39,67,146,140,192
1426,The Whistler Train Wreck Trail,2,5,84,"Hiking Trails, Nature & Parks, Outdoor Activities","Whistler, British Columbia V0N 1B1, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d2508702-Reviews-The_Whistler_Train_Wreck_Trail-Whistler_British_Columbia.html,175,4.5,433,50.081303,-123.05546,567209.7959,1210674.086,Whistler,5931020,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,125807,1 hour 52 mins,112,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,9325,10 mins,10,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,110124,1 hour 21 mins,81,10444,12 mins,12,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,2462,4 mins,4,1572,50.08679,-123.0239,WHISTLER FIRE DEPT HALL 3,Whistler,9524,11 mins,11,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,3,4,0,14,0,20,12,17,5,7,8,53,69,94
1427,Nootka Island Trail,4,2,1010,"Hiking Trails, Outdoor Activities, Nature & Parks","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g3840289-d3962232-Reviews-Nootka_Island_Trail-Nootka_Island_British_Columbia.html,1,5,28,49.6843,-126.78947,518994.3565,943008.017,Strathcona A,5924048,,,,,,,,,0,,0,0,,0,,0,0,,0,0,,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,,,0,,0,0,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,1,1,0,0,2,2,3,10
1428,Nickel Plate Provincial Park,2,5,1287,Nature & Parks,"Hedley, British Columbia V0X 1K0, ",https://www.tripadvisor.ca/Attraction_Review-g671554-d6434603-Reviews-Nickel_Plate_Provincial_Park-Hedley_British_Columbia.html,0,0,38,49.41707,-119.8813,508159.9051,1443733.73,Okanagan-Similkameen D,5907047,5915,3030,2895,135,40,20,23567,31201,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,31077,33 mins,33,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,28453,31 mins,31,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,28449,32 mins,32,26800,28 mins,28,1120,49.482215,-119.5936,STN 329 PENTICTON,Penticton,28749,31 mins,31,1728,49.474203,-119.57789,PENTICTON FIRE HALL 2,Penticton,27872,31 mins,31,1826,49.487042,-119.5866,PENTICTON COMMUNITY POLICING,Penticton,0,3,0,1,5,1,16,25,7,1,101,5,24,30,139
1429,Tufted Puffin Gallery,0,4,4125,"Art Galleries, Museums, Shopping","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154941-d10757133-Reviews-Tufted_Puffin_Gallery-Salt_Spring_Island_British_Columbia.html,0,0,299,48.912453,-123.554245,436011.8979,1179490.522,Capital F,5917027,9560,5080,4895,180,225,55,24048,33688,464,Victoria International Airport,48.646944,-123.42583,North Saanich,40856,1 hour 26 mins,86,812180,Salt Spring Island Visitor Centre,48.853157,-123.49985,Capital F,8903,11 mins,11,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,28166,1 hour 5 mins,65,7905,11 mins,11,2018,48.858947,-123.51054,STN 103 GANGES,Capital F,5363,6 mins,6,1744,48.873592,-123.52997,SALT SPRING ISLAND FIRE HALL 3,Capital F,7508,9 mins,9,1843,48.86189,-123.51202,SALT SPRING RCMP,Capital F,0,3,4,0,7,3,15,46,2,0,38,26,36,44,166
